,n steps,ACC,ROC AUC,PR AUC,eps
37,37,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
38,38,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
39,39,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
40,40,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
41,41,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
42,42,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
43,43,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
44,44,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
45,45,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
46,46,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
47,47,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
48,48,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
49,49,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
0,0,0.5657575757575758,0.5531612582986908,0.5248653296865649,0.1778279410038923
1,1,0.5488636363636363,0.5346986963385797,0.5129754938286097,0.1778279410038923
2,2,0.5456060606060606,0.5313002833447084,0.509947683872336,0.1778279410038923
3,3,0.5462878787878788,0.5319079922511083,0.5111823406320583,0.1778279410038923
4,4,0.545,0.5306405244979422,0.5095338190760725,0.1778279410038923
5,5,0.5447727272727273,0.5303671761356193,0.5095268642721444,0.1778279410038923
6,6,0.5434848484848485,0.5291093600270247,0.5078690662493479,0.1778279410038923
7,7,0.5444696969696969,0.5300734903793786,0.5091170319940501,0.1778279410038923
8,8,0.5447727272727273,0.5303961310693333,0.5093627660869313,0.1778279410038923
9,9,0.5442424242424242,0.529838748595341,0.5088924851014053,0.1778279410038923
10,10,0.5444696969696969,0.5300927936685211,0.5090108863372038,0.1778279410038923
11,11,0.5437878787878788,0.5293789166718371,0.5083915639890011,0.1778279410038923
12,12,0.5440909090909091,0.5296967315395062,0.5086639026075646,0.1778279410038923
13,13,0.5442424242424242,0.529838748595341,0.5088924851014053,0.1778279410038923
14,14,0.5441666666666667,0.5297653271562809,0.50879109837896,0.1778279410038923
15,15,0.5441666666666667,0.5297605013339951,0.508817674683722,0.1778279410038923
16,16,0.5447727272727273,0.5304106085361902,0.5092832787219697,0.1778279410038923
17,17,0.5446969696969697,0.5303130579857018,0.5093147513297445,0.1778279410038923
18,18,0.5441666666666667,0.5298135853791373,0.5085354372553158,0.1778279410038923
19,19,0.5443939393939394,0.5300097205848896,0.5089624550824006,0.1778279410038923
20,20,0.5443181818181818,0.5299604282572578,0.508733695856807,0.1778279410038923
21,21,0.5446969696969697,0.5303178838079874,0.5092879419163328,0.1778279410038923
22,22,0.5440909090909091,0.5297208606509345,0.5085359501053827,0.1778279410038923
23,23,0.5446212121212122,0.5302348107243559,0.5092398862915257,0.1778279410038923
24,24,0.5441666666666667,0.5297991079122804,0.508610256256661,0.1778279410038923
25,25,0.5444696969696969,0.5300879678462355,0.5090371423060067,0.1778279410038923
26,26,0.5441666666666667,0.529789456267709,0.5086610161479603,0.1778279410038923
27,27,0.5446969696969697,0.5303034063411305,0.5093689409182367,0.1778279410038923
28,28,0.5443939393939394,0.5300097205848896,0.5089624550824006,0.1778279410038923
29,29,0.5442424242424242,0.529838748595341,0.5088924851014053,0.1778279410038923
30,30,0.5445454545454546,0.5301469118184388,0.5092189894541135,0.1778279410038923
31,31,0.5447727272727273,0.5303671761356193,0.5095268642721444,0.1778279410038923
32,32,0.5447727272727273,0.5303961310693333,0.5093627660869313,0.1778279410038923
